country_std,indicator_name,sex,age_group,age_categories,Year,Unemployment,GDP
Ecuador,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.848,
Ecuador,Unemployment rate by sex and age,Male,15-24,Youth,2016,8.022,
Ecuador,Unemployment rate by sex and age,Male,25+,Adults,2016,2.794,
Ecuador,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.724,
Egypt,Unemployment rate by sex and age,Female,15-24,Youth,2016,40.561,
Egypt,Unemployment rate by sex and age,Female,25+,Adults,2016,18.199,
Egypt,Unemployment rate by sex and age,Female,Under 15,Children,2016,23.547,
Egypt,Unemployment rate by sex and age,Male,15-24,Youth,2016,30.393,
Egypt,Unemployment rate by sex and age,Male,25+,Adults,2016,4.696,
Egypt,Unemployment rate by sex and age,Male,Under 15,Children,2016,8.845,
El Salvador,Unemployment rate by sex and age,Female,15-24,Youth,2016,9.951,
El Salvador,Unemployment rate by sex and age,Female,25+,Adults,2016,2.55,
El Salvador,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.847,
El Salvador,Unemployment rate by sex and age,Male,15-24,Youth,2016,9.301,
El Salvador,Unemployment rate by sex and age,Male,25+,Adults,2016,3.371,
El Salvador,Unemployment rate by sex and age,Male,Under 15,Children,2016,4.826,
Equatorial Guinea,Unemployment rate by sex and age,Female,15-24,Youth,2016,17.527,
Equatorial Guinea,Unemployment rate by sex and age,Female,25+,Adults,2016,7.741,
Equatorial Guinea,Unemployment rate by sex and age,Female,Under 15,Children,2016,9.341,
Equatorial Guinea,Unemployment rate by sex and age,Male,15-24,Youth,2016,14.856,
Equatorial Guinea,Unemployment rate by sex and age,Male,25+,Adults,2016,6.335,
Equatorial Guinea,Unemployment rate by sex and age,Male,Under 15,Children,2016,7.471,
Eritrea,Unemployment rate by sex and age,Female,15-24,Youth,2016,11.901,
Eritrea,Unemployment rate by sex and age,Female,25+,Adults,2016,4.615,
Eritrea,Unemployment rate by sex and age,Female,Under 15,Children,2016,6.88,
Eritrea,Unemployment rate by sex and age,Male,15-24,Youth,2016,9.339,
Eritrea,Unemployment rate by sex and age,Male,25+,Adults,2016,3.433,
Eritrea,Unemployment rate by sex and age,Male,Under 15,Children,2016,5.302,
Estonia,Unemployment rate by sex and age,Female,15-24,Youth,2016,10.544,
Estonia,Unemployment rate by sex and age,Female,25+,Adults,2016,5.688,
Estonia,Unemployment rate by sex and age,Female,Under 15,Children,2016,6.064,
Estonia,Unemployment rate by sex and age,Male,15-24,Youth,2016,15.725,
Estonia,Unemployment rate by sex and age,Male,25+,Adults,2016,6.613,
Estonia,Unemployment rate by sex and age,Male,Under 15,Children,2016,7.413,
Eswatini,Unemployment rate by sex and age,Female,15-24,Youth,2016,49.002,
Eswatini,Unemployment rate by sex and age,Female,25+,Adults,2016,19.341,
Eswatini,Unemployment rate by sex and age,Female,Under 15,Children,2016,24.526,
Eswatini,Unemployment rate by sex and age,Male,15-24,Youth,2016,44.887,
Eswatini,Unemployment rate by sex and age,Male,25+,Adults,2016,16.843,
Eswatini,Unemployment rate by sex and age,Male,Under 15,Children,2016,21.121,
Ethiopia,Unemployment rate by sex and age,Female,15-24,Youth,2016,5.185,
Ethiopia,Unemployment rate by sex and age,Female,25+,Adults,2016,2.415,
Ethiopia,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.335,
Ethiopia,Unemployment rate by sex and age,Male,15-24,Youth,2016,2.903,
Ethiopia,Unemployment rate by sex and age,Male,25+,Adults,2016,1.276,
Ethiopia,Unemployment rate by sex and age,Male,Under 15,Children,2016,1.802,
Fiji,Unemployment rate by sex and age,Female,15-24,Youth,2016,21.433,
Fiji,Unemployment rate by sex and age,Female,25+,Adults,2016,2.262,
Fiji,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.552,
Fiji,Unemployment rate by sex and age,Male,15-24,Youth,2016,11.627,
Fiji,Unemployment rate by sex and age,Male,25+,Adults,2016,2.107,
Fiji,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.708,
Finland,Unemployment rate by sex and age,Female,15-24,Youth,2016,18.549,
Finland,Unemployment rate by sex and age,Female,25+,Adults,2016,7.12,
Finland,Unemployment rate by sex and age,Female,Under 15,Children,2016,8.581,
Finland,Unemployment rate by sex and age,Male,15-24,Youth,2016,21.557,
Finland,Unemployment rate by sex and age,Male,25+,Adults,2016,7.347,
Finland,Unemployment rate by sex and age,Male,Under 15,Children,2016,9.041,
France,Unemployment rate by sex and age,Female,15-24,Youth,2016,24.956,
France,Unemployment rate by sex and age,Female,25+,Adults,2016,8.476,
France,Unemployment rate by sex and age,Female,Under 15,Children,2016,9.853,
France,Unemployment rate by sex and age,Male,15-24,Youth,2016,25.131,
France,Unemployment rate by sex and age,Male,25+,Adults,2016,8.703,
France,Unemployment rate by sex and age,Male,Under 15,Children,2016,10.253,
Gabon,Unemployment rate by sex and age,Female,15-24,Youth,2016,42.156,
Gabon,Unemployment rate by sex and age,Female,25+,Adults,2016,26.823,
Gabon,Unemployment rate by sex and age,Female,Under 15,Children,2016,28.568,
Gabon,Unemployment rate by sex and age,Male,15-24,Youth,2016,31.206,
Gabon,Unemployment rate by sex and age,Male,25+,Adults,2016,12.596,
Gabon,Unemployment rate by sex and age,Male,Under 15,Children,2016,14.432,
Gambia,Unemployment rate by sex and age,Female,15-24,Youth,2016,10.379,
Gambia,Unemployment rate by sex and age,Female,25+,Adults,2016,5.3,
Gambia,Unemployment rate by sex and age,Female,Under 15,Children,2016,6.62,
Gambia,Unemployment rate by sex and age,Male,15-24,Youth,2016,9.459,
Gambia,Unemployment rate by sex and age,Male,25+,Adults,2016,5.055,
Gambia,Unemployment rate by sex and age,Male,Under 15,Children,2016,6.087,
Georgia,Unemployment rate by sex and age,Female,15-24,Youth,2016,32.2,
Georgia,Unemployment rate by sex and age,Female,25+,Adults,2016,11.173,
Georgia,Unemployment rate by sex and age,Female,Under 15,Children,2016,12.578,
Georgia,Unemployment rate by sex and age,Male,15-24,Youth,2016,37.428,
Georgia,Unemployment rate by sex and age,Male,25+,Adults,2016,17.817,
Georgia,Unemployment rate by sex and age,Male,Under 15,Children,2016,19.994,
Germany,Unemployment rate by sex and age,Female,15-24,Youth,2016,6.095,
Germany,Unemployment rate by sex and age,Female,25+,Adults,2016,3.484,
Germany,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.74,
Germany,Unemployment rate by sex and age,Male,15-24,Youth,2016,7.836,
Germany,Unemployment rate by sex and age,Male,25+,Adults,2016,4.076,
Germany,Unemployment rate by sex and age,Male,Under 15,Children,2016,4.45,
Ghana,Unemployment rate by sex and age,Female,15-24,Youth,2016,10.24,
Ghana,Unemployment rate by sex and age,Female,25+,Adults,2016,4.076,
Ghana,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.228,
Ghana,Unemployment rate by sex and age,Male,15-24,Youth,2016,10.991,
Ghana,Unemployment rate by sex and age,Male,25+,Adults,2016,3.994,
Ghana,Unemployment rate by sex and age,Male,Under 15,Children,2016,5.357,
Greece,Unemployment rate by sex and age,Female,15-24,Youth,2016,50.732,
Greece,Unemployment rate by sex and age,Female,25+,Adults,2016,26.657,
Greece,Unemployment rate by sex and age,Female,Under 15,Children,2016,28.052,
Greece,Unemployment rate by sex and age,Male,15-24,Youth,2016,44.268,
Greece,Unemployment rate by sex and age,Male,25+,Adults,2016,18.336,
Greece,Unemployment rate by sex and age,Male,Under 15,Children,2016,19.855,
Guatemala,Unemployment rate by sex and age,Female,15-24,Youth,2016,8.103,
Guatemala,Unemployment rate by sex and age,Female,25+,Adults,2016,1.72,
Guatemala,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.473,
Guatemala,Unemployment rate by sex and age,Male,15-24,Youth,2016,4.447,
Guatemala,Unemployment rate by sex and age,Male,25+,Adults,2016,1.159,
Guatemala,Unemployment rate by sex and age,Male,Under 15,Children,2016,2.134,
Guinea,Unemployment rate by sex and age,Female,15-24,Youth,2016,7.342,
Guinea,Unemployment rate by sex and age,Female,25+,Adults,2016,4.141,
Guinea,Unemployment rate by sex and age,Female,Under 15,Children,2016,4.885,
Guinea,Unemployment rate by sex and age,Male,15-24,Youth,2016,6.29,
Guinea,Unemployment rate by sex and age,Male,25+,Adults,2016,4.946,
Guinea,Unemployment rate by sex and age,Male,Under 15,Children,2016,5.181,
Guinea-Bissau,Unemployment rate by sex and age,Female,15-24,Youth,2016,4.161,
Guinea-Bissau,Unemployment rate by sex and age,Female,25+,Adults,2016,2.325,
Guinea-Bissau,Unemployment rate by sex and age,Female,Under 15,Children,2016,2.711,
Guinea-Bissau,Unemployment rate by sex and age,Male,15-24,Youth,2016,3.958,
Guinea-Bissau,Unemployment rate by sex and age,Male,25+,Adults,2016,3.495,
Guinea-Bissau,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.598,
Guyana,Unemployment rate by sex and age,Female,15-24,Youth,2016,33.117,
Guyana,Unemployment rate by sex and age,Female,25+,Adults,2016,10.21,
Guyana,Unemployment rate by sex and age,Female,Under 15,Children,2016,16.113,
Guyana,Unemployment rate by sex and age,Male,15-24,Youth,2016,20.164,
Guyana,Unemployment rate by sex and age,Male,25+,Adults,2016,9.173,
Guyana,Unemployment rate by sex and age,Male,Under 15,Children,2016,11.933,
Haiti,Unemployment rate by sex and age,Female,15-24,Youth,2016,43.38,
Haiti,Unemployment rate by sex and age,Female,25+,Adults,2016,11.873,
Haiti,Unemployment rate by sex and age,Female,Under 15,Children,2016,16.815,
Haiti,Unemployment rate by sex and age,Male,15-24,Youth,2016,27.14,
Haiti,Unemployment rate by sex and age,Male,25+,Adults,2016,7.838,
Haiti,Unemployment rate by sex and age,Male,Under 15,Children,2016,11.153,
Honduras,Unemployment rate by sex and age,Female,15-24,Youth,2016,20.879,
Honduras,Unemployment rate by sex and age,Female,25+,Adults,2016,5.164,
Honduras,Unemployment rate by sex and age,Female,Under 15,Children,2016,9.068,
Honduras,Unemployment rate by sex and age,Male,15-24,Youth,2016,8.48,
Honduras,Unemployment rate by sex and age,Male,25+,Adults,2016,4.226,
Honduras,Unemployment rate by sex and age,Male,Under 15,Children,2016,5.412,
Hong Kong,Unemployment rate by sex and age,Female,15-24,Youth,2016,8.563,
Hong Kong,Unemployment rate by sex and age,Female,25+,Adults,2016,2.566,
Hong Kong,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.078,
Hong Kong,Unemployment rate by sex and age,Male,15-24,Youth,2016,10.998,
Hong Kong,Unemployment rate by sex and age,Male,25+,Adults,2016,3.074,
Hong Kong,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.688,
Hungary,Unemployment rate by sex and age,Female,15-24,Youth,2016,12.856,
Hungary,Unemployment rate by sex and age,Female,25+,Adults,2016,4.506,
Hungary,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.105,
Hungary,Unemployment rate by sex and age,Male,15-24,Youth,2016,12.904,
Hungary,Unemployment rate by sex and age,Male,25+,Adults,2016,4.429,
Hungary,Unemployment rate by sex and age,Male,Under 15,Children,2016,5.115,
Iceland,Unemployment rate by sex and age,Female,15-24,Youth,2016,6.166,
Iceland,Unemployment rate by sex and age,Female,25+,Adults,2016,2.292,
Iceland,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.049,
Iceland,Unemployment rate by sex and age,Male,15-24,Youth,2016,6.508,
Iceland,Unemployment rate by sex and age,Male,25+,Adults,2016,2.141,
Iceland,Unemployment rate by sex and age,Male,Under 15,Children,2016,2.919,
India,Unemployment rate by sex and age,Female,15-24,Youth,2016,23.214,
India,Unemployment rate by sex and age,Female,25+,Adults,2016,5.301,
India,Unemployment rate by sex and age,Female,Under 15,Children,2016,7.907,
India,Unemployment rate by sex and age,Male,15-24,Youth,2016,24.215,
India,Unemployment rate by sex and age,Male,25+,Adults,2016,4.62,
India,Unemployment rate by sex and age,Male,Under 15,Children,2016,7.775,
Indonesia,Unemployment rate by sex and age,Female,15-24,Youth,2016,16.113,
Indonesia,Unemployment rate by sex and age,Female,25+,Adults,2016,1.539,
Indonesia,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.869,
Indonesia,Unemployment rate by sex and age,Male,15-24,Youth,2016,15.963,
Indonesia,Unemployment rate by sex and age,Male,25+,Adults,2016,2.454,
Indonesia,Unemployment rate by sex and age,Male,Under 15,Children,2016,4.568,
Iran,Unemployment rate by sex and age,Female,15-24,Youth,2016,43.464,
Iran,Unemployment rate by sex and age,Female,25+,Adults,2016,17.317,
Iran,Unemployment rate by sex and age,Female,Under 15,Children,2016,20.862,
Iran,Unemployment rate by sex and age,Male,15-24,Youth,2016,25.304,
Iran,Unemployment rate by sex and age,Male,25+,Adults,2016,8.741,
Iran,Unemployment rate by sex and age,Male,Under 15,Children,2016,10.722,
Iraq,Unemployment rate by sex and age,Female,15-24,Youth,2016,37.45,
Iraq,Unemployment rate by sex and age,Female,25+,Adults,2016,18.376,
Iraq,Unemployment rate by sex and age,Female,Under 15,Children,2016,22.125,
Iraq,Unemployment rate by sex and age,Male,15-24,Youth,2016,19.768,
Iraq,Unemployment rate by sex and age,Male,25+,Adults,2016,5.058,
Iraq,Unemployment rate by sex and age,Male,Under 15,Children,2016,8.454,
Ireland,Unemployment rate by sex and age,Female,15-24,Youth,2016,13.558,
Ireland,Unemployment rate by sex and age,Female,25+,Adults,2016,6.717,
Ireland,Unemployment rate by sex and age,Female,Under 15,Children,2016,7.597,
Ireland,Unemployment rate by sex and age,Male,15-24,Youth,2016,19.655,
Ireland,Unemployment rate by sex and age,Male,25+,Adults,2016,7.542,
Ireland,Unemployment rate by sex and age,Male,Under 15,Children,2016,9.017,
Israel,Unemployment rate by sex and age,Female,15-24,Youth,2016,8.942,
Israel,Unemployment rate by sex and age,Female,25+,Adults,2016,4.061,
Israel,Unemployment rate by sex and age,Female,Under 15,Children,2016,4.858,
Israel,Unemployment rate by sex and age,Male,15-24,Youth,2016,8.138,
Israel,Unemployment rate by sex and age,Male,25+,Adults,2016,3.918,
Israel,Unemployment rate by sex and age,Male,Under 15,Children,2016,4.598,
Italy,Unemployment rate by sex and age,Female,15-24,Youth,2016,39.642,
Italy,Unemployment rate by sex and age,Female,25+,Adults,2016,11.082,
Italy,Unemployment rate by sex and age,Female,Under 15,Children,2016,12.773,
Italy,Unemployment rate by sex and age,Male,15-24,Youth,2016,36.475,
Italy,Unemployment rate by sex and age,Male,25+,Adults,2016,9.208,
Italy,Unemployment rate by sex and age,Male,Under 15,Children,2016,10.892,
Jamaica,Unemployment rate by sex and age,Female,15-24,Youth,2016,30.69,
Jamaica,Unemployment rate by sex and age,Female,25+,Adults,2016,8.349,
Jamaica,Unemployment rate by sex and age,Female,Under 15,Children,2016,11.381,
Jamaica,Unemployment rate by sex and age,Male,15-24,Youth,2016,20.044,
Jamaica,Unemployment rate by sex and age,Male,25+,Adults,2016,4.142,
Jamaica,Unemployment rate by sex and age,Male,Under 15,Children,2016,6.376,
Japan,Unemployment rate by sex and age,Female,15-24,Youth,2016,4.499,
Japan,Unemployment rate by sex and age,Female,25+,Adults,2016,2.667,
Japan,Unemployment rate by sex and age,Female,Under 15,Children,2016,2.836,
Japan,Unemployment rate by sex and age,Male,15-24,Youth,2016,5.713,
Japan,Unemployment rate by sex and age,Male,25+,Adults,2016,3.169,
Japan,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.355,
Jordan,Unemployment rate by sex and age,Female,15-24,Youth,2016,54.067,
Jordan,Unemployment rate by sex and age,Female,25+,Adults,2016,14.492,
Jordan,Unemployment rate by sex and age,Female,Under 15,Children,2016,24.113,
Jordan,Unemployment rate by sex and age,Male,15-24,Youth,2016,31.136,
Jordan,Unemployment rate by sex and age,Male,25+,Adults,2016,8.189,
Jordan,Unemployment rate by sex and age,Male,Under 15,Children,2016,13.311,
Kazakhstan,Unemployment rate by sex and age,Female,15-24,Youth,2016,4.027,
Kazakhstan,Unemployment rate by sex and age,Female,25+,Adults,2016,5.698,
Kazakhstan,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.511,
Kazakhstan,Unemployment rate by sex and age,Male,15-24,Youth,2016,3.614,
Kazakhstan,Unemployment rate by sex and age,Male,25+,Adults,2016,4.54,
Kazakhstan,Unemployment rate by sex and age,Male,Under 15,Children,2016,4.419,
Kenya,Unemployment rate by sex and age,Female,15-24,Youth,2016,7.371,
Kenya,Unemployment rate by sex and age,Female,25+,Adults,2016,1.787,
Kenya,Unemployment rate by sex and age,Female,Under 15,Children,2016,2.945,
Kenya,Unemployment rate by sex and age,Male,15-24,Youth,2016,7.378,
Kenya,Unemployment rate by sex and age,Male,25+,Adults,2016,1.347,
Kenya,Unemployment rate by sex and age,Male,Under 15,Children,2016,2.584,
North Korea,Unemployment rate by sex and age,Female,15-24,Youth,2016,7.804,
North Korea,Unemployment rate by sex and age,Female,25+,Adults,2016,2.034,
North Korea,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.101,
North Korea,Unemployment rate by sex and age,Male,15-24,Youth,2016,6.497,
North Korea,Unemployment rate by sex and age,Male,25+,Adults,2016,2.141,
North Korea,Unemployment rate by sex and age,Male,Under 15,Children,2016,2.821,
South Korea,Unemployment rate by sex and age,Female,15-24,Youth,2016,10.055,
South Korea,Unemployment rate by sex and age,Female,25+,Adults,2016,2.924,
South Korea,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.539,
South Korea,Unemployment rate by sex and age,Male,15-24,Youth,2016,10.27,
South Korea,Unemployment rate by sex and age,Male,25+,Adults,2016,3.36,
South Korea,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.729,
Kuwait,Unemployment rate by sex and age,Female,15-24,Youth,2016,29.574,
Kuwait,Unemployment rate by sex and age,Female,25+,Adults,2016,4.408,
Kuwait,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.793,
Kuwait,Unemployment rate by sex and age,Male,15-24,Youth,2016,9.148,
Kuwait,Unemployment rate by sex and age,Male,25+,Adults,2016,0.553,
Kuwait,Unemployment rate by sex and age,Male,Under 15,Children,2016,0.934,
Kyrgyzstan,Unemployment rate by sex and age,Female,15-24,Youth,2016,8.515,
Kyrgyzstan,Unemployment rate by sex and age,Female,25+,Adults,2016,2.675,
Kyrgyzstan,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.664,
Kyrgyzstan,Unemployment rate by sex and age,Male,15-24,Youth,2016,5.546,
Kyrgyzstan,Unemployment rate by sex and age,Male,25+,Adults,2016,2.726,
Kyrgyzstan,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.315,
Laos,Unemployment rate by sex and age,Female,15-24,Youth,2016,4.679,
Laos,Unemployment rate by sex and age,Female,25+,Adults,2016,1.589,
Laos,Unemployment rate by sex and age,Female,Under 15,Children,2016,2.428,
Laos,Unemployment rate by sex and age,Male,15-24,Youth,2016,5.623,
Laos,Unemployment rate by sex and age,Male,25+,Adults,2016,2.535,
Laos,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.281,
Latvia,Unemployment rate by sex and age,Female,15-24,Youth,2016,12.127,
Latvia,Unemployment rate by sex and age,Female,25+,Adults,2016,8.122,
Latvia,Unemployment rate by sex and age,Female,Under 15,Children,2016,8.393,
Latvia,Unemployment rate by sex and age,Male,15-24,Youth,2016,21.359,
Latvia,Unemployment rate by sex and age,Male,25+,Adults,2016,9.908,
Latvia,Unemployment rate by sex and age,Male,Under 15,Children,2016,10.891,
Lebanon,Unemployment rate by sex and age,Female,15-24,Youth,2016,21.187,
Lebanon,Unemployment rate by sex and age,Female,25+,Adults,2016,10.91,
Lebanon,Unemployment rate by sex and age,Female,Under 15,Children,2016,13.05,
Lebanon,Unemployment rate by sex and age,Male,15-24,Youth,2016,21.227,
Lebanon,Unemployment rate by sex and age,Male,25+,Adults,2016,5.895,
Lebanon,Unemployment rate by sex and age,Male,Under 15,Children,2016,8.322,
Lesotho,Unemployment rate by sex and age,Female,15-24,Youth,2016,33.259,
Lesotho,Unemployment rate by sex and age,Female,25+,Adults,2016,14.439,
Lesotho,Unemployment rate by sex and age,Female,Under 15,Children,2016,18.21,
Lesotho,Unemployment rate by sex and age,Male,15-24,Youth,2016,17.148,
Lesotho,Unemployment rate by sex and age,Male,25+,Adults,2016,13.545,
Lesotho,Unemployment rate by sex and age,Male,Under 15,Children,2016,14.363,
Liberia,Unemployment rate by sex and age,Female,15-24,Youth,2016,2.194,
Liberia,Unemployment rate by sex and age,Female,25+,Adults,2016,2.386,
Liberia,Unemployment rate by sex and age,Female,Under 15,Children,2016,2.339,
Liberia,Unemployment rate by sex and age,Male,15-24,Youth,2016,2.394,
Liberia,Unemployment rate by sex and age,Male,25+,Adults,2016,4.196,
Liberia,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.757,
Libya,Unemployment rate by sex and age,Female,15-24,Youth,2016,69.47,
Libya,Unemployment rate by sex and age,Female,25+,Adults,2016,21.711,
Libya,Unemployment rate by sex and age,Female,Under 15,Children,2016,25.389,
Libya,Unemployment rate by sex and age,Male,15-24,Youth,2016,42.48,
Libya,Unemployment rate by sex and age,Male,25+,Adults,2016,13.425,
Libya,Unemployment rate by sex and age,Male,Under 15,Children,2016,16.161,
Lithuania,Unemployment rate by sex and age,Female,15-24,Youth,2016,12.633,
Lithuania,Unemployment rate by sex and age,Female,25+,Adults,2016,6.18,
Lithuania,Unemployment rate by sex and age,Female,Under 15,Children,2016,6.638,
Lithuania,Unemployment rate by sex and age,Male,15-24,Youth,2016,15.924,
Lithuania,Unemployment rate by sex and age,Male,25+,Adults,2016,8.397,
Lithuania,Unemployment rate by sex and age,Male,Under 15,Children,2016,9.083,
Luxembourg,Unemployment rate by sex and age,Female,15-24,Youth,2016,18.061,
Luxembourg,Unemployment rate by sex and age,Female,25+,Adults,2016,5.621,
Luxembourg,Unemployment rate by sex and age,Female,Under 15,Children,2016,6.628,
Luxembourg,Unemployment rate by sex and age,Male,15-24,Youth,2016,19.698,
Luxembourg,Unemployment rate by sex and age,Male,25+,Adults,2016,5.002,
Luxembourg,Unemployment rate by sex and age,Male,Under 15,Children,2016,6.008,
Macau,Unemployment rate by sex and age,Female,15-24,Youth,2016,3.459,
Macau,Unemployment rate by sex and age,Female,25+,Adults,2016,1.328,
Macau,Unemployment rate by sex and age,Female,Under 15,Children,2016,1.531,
Macau,Unemployment rate by sex and age,Male,15-24,Youth,2016,6.493,
Macau,Unemployment rate by sex and age,Male,25+,Adults,2016,1.914,
Macau,Unemployment rate by sex and age,Male,Under 15,Children,2016,2.348,
Madagascar,Unemployment rate by sex and age,Female,15-24,Youth,2016,2.926,
Madagascar,Unemployment rate by sex and age,Female,25+,Adults,2016,1.3,
Madagascar,Unemployment rate by sex and age,Female,Under 15,Children,2016,1.786,
Madagascar,Unemployment rate by sex and age,Male,15-24,Youth,2016,3.697,
Madagascar,Unemployment rate by sex and age,Male,25+,Adults,2016,0.922,
Madagascar,Unemployment rate by sex and age,Male,Under 15,Children,2016,1.753,
Malawi,Unemployment rate by sex and age,Female,15-24,Youth,2016,7.129,
Malawi,Unemployment rate by sex and age,Female,25+,Adults,2016,5.388,
Malawi,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.897,
Malawi,Unemployment rate by sex and age,Male,15-24,Youth,2016,6.46,
Malawi,Unemployment rate by sex and age,Male,25+,Adults,2016,3.174,
Malawi,Unemployment rate by sex and age,Male,Under 15,Children,2016,4.132,
Malaysia,Unemployment rate by sex and age,Female,15-24,Youth,2016,11.968,
Malaysia,Unemployment rate by sex and age,Female,25+,Adults,2016,2.354,
Malaysia,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.928,
Malaysia,Unemployment rate by sex and age,Male,15-24,Youth,2016,10.51,
Malaysia,Unemployment rate by sex and age,Male,25+,Adults,2016,1.825,
Malaysia,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.136,
Maldives,Unemployment rate by sex and age,Female,15-24,Youth,2016,10.57,
Maldives,Unemployment rate by sex and age,Female,25+,Adults,2016,3.251,
Maldives,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.172,
Maldives,Unemployment rate by sex and age,Male,15-24,Youth,2016,18.138,
Maldives,Unemployment rate by sex and age,Male,25+,Adults,2016,3.432,
Maldives,Unemployment rate by sex and age,Male,Under 15,Children,2016,6.007,
Mali,Unemployment rate by sex and age,Female,15-24,Youth,2016,2.003,
Mali,Unemployment rate by sex and age,Female,25+,Adults,2016,0.945,
Mali,Unemployment rate by sex and age,Female,Under 15,Children,2016,1.301,
Mali,Unemployment rate by sex and age,Male,15-24,Youth,2016,2.259,
Mali,Unemployment rate by sex and age,Male,25+,Adults,2016,1.079,
Mali,Unemployment rate by sex and age,Male,Under 15,Children,2016,1.421,
Malta,Unemployment rate by sex and age,Female,15-24,Youth,2016,11.332,
Malta,Unemployment rate by sex and age,Female,25+,Adults,2016,4.097,
Malta,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.174,
Malta,Unemployment rate by sex and age,Male,15-24,Youth,2016,10.141,
Malta,Unemployment rate by sex and age,Male,25+,Adults,2016,3.62,
Malta,Unemployment rate by sex and age,Male,Under 15,Children,2016,4.382,
Mauritania,Unemployment rate by sex and age,Female,15-24,Youth,2016,23.44,
Mauritania,Unemployment rate by sex and age,Female,25+,Adults,2016,9.28,
Mauritania,Unemployment rate by sex and age,Female,Under 15,Children,2016,11.805,
Mauritania,Unemployment rate by sex and age,Male,15-24,Youth,2016,18.023,
Mauritania,Unemployment rate by sex and age,Male,25+,Adults,2016,7.776,
Mauritania,Unemployment rate by sex and age,Male,Under 15,Children,2016,9.558,
Mauritius,Unemployment rate by sex and age,Female,15-24,Youth,2016,29.752,
Mauritius,Unemployment rate by sex and age,Female,25+,Adults,2016,7.087,
Mauritius,Unemployment rate by sex and age,Female,Under 15,Children,2016,10.433,
Mauritius,Unemployment rate by sex and age,Male,15-24,Youth,2016,17.776,
Mauritius,Unemployment rate by sex and age,Male,25+,Adults,2016,2.688,
Mauritius,Unemployment rate by sex and age,Male,Under 15,Children,2016,4.53,
Mexico,Unemployment rate by sex and age,Female,15-24,Youth,2016,8.673,
Mexico,Unemployment rate by sex and age,Female,25+,Adults,2016,2.942,
Mexico,Unemployment rate by sex and age,Female,Under 15,Children,2016,3.9,
Mexico,Unemployment rate by sex and age,Male,15-24,Youth,2016,7.103,
Mexico,Unemployment rate by sex and age,Male,25+,Adults,2016,3.084,
Mexico,Unemployment rate by sex and age,Male,Under 15,Children,2016,3.82,
Moldova,Unemployment rate by sex and age,Female,15-24,Youth,2016,2.195,
Moldova,Unemployment rate by sex and age,Female,25+,Adults,2016,0.841,
Moldova,Unemployment rate by sex and age,Female,Under 15,Children,2016,0.971,
Moldova,Unemployment rate by sex and age,Male,15-24,Youth,2016,3.809,
Moldova,Unemployment rate by sex and age,Male,25+,Adults,2016,2.087,
Moldova,Unemployment rate by sex and age,Male,Under 15,Children,2016,2.272,
Mongolia,Unemployment rate by sex and age,Female,15-24,Youth,2016,21.134,
Mongolia,Unemployment rate by sex and age,Female,25+,Adults,2016,4.312,
Mongolia,Unemployment rate by sex and age,Female,Under 15,Children,2016,5.883,
Mongolia,Unemployment rate by sex and age,Male,15-24,Youth,2016,19.579,
Mongolia,Unemployment rate by sex and age,Male,25+,Adults,2016,6.824,
Mongolia,Unemployment rate by sex and age,Male,Under 15,Children,2016,8.386,
Montenegro,Unemployment rate by sex and age,Female,15-24,Youth,2016,34.799,
Montenegro,Unemployment rate by sex and age,Female,25+,Adults,2016,15.197,
Montenegro,Unemployment rate by sex and age,Female,Under 15,Children,2016,17.102,
Montenegro,Unemployment rate by sex and age,Male,15-24,Youth,2016,37.151,
Montenegro,Unemployment rate by sex and age,Male,25+,Adults,2016,16.152,
Montenegro,Unemployment rate by sex and age,Male,Under 15,Children,2016,18.252,
Morocco,Unemployment rate by sex and age,Female,15-24,Youth,2016,22.613,
